Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
544,No,False,False,True,False,False,False,True,False
815,Yes,False,False,True,False,False,False,False,True
494,Yes,True,False,False,False,True,False,False,True
1671,Yes,False,False,False,False,False,False,False,True
932,Yes,False,False,True,False,False,False,False,False
1059,No,False,False,False,False,False,False,True,False
263,No,False,False,False,False,False,False,True,False
891,Yes,False,False,False,False,False,False,True,False
210,Yes,True,False,False,True,False,False,True,False
1480,Yes,False,False,True,False,False,False,False,False
1361,No,False,False,True,False,False,False,True,False
981,Yes,True,False,False,False,False,False,False,True
1800,Yes,True,False,False,False,False,False,False,True
976,Yes,True,False,False,True,False,False,True,False
1375,No,False,True,False,False,False,False,True,False
1462,Yes,True,False,False,True,False,False,True,False
677,No,False,False,True,False,False,False,True,False
968,No,False,False,True,False,False,False,True,False
1949,Yes,False,True,False,False,False,False,False,False
226,Yes,True,False,False,False,True,False,False,True
441,Yes,False,True,False,False,False,False,False,False
1252,Yes,False,False,True,False,False,False,True,False
1802,No,False,False,True,False,False,False,True,False
934,Yes,False,False,False,False,True,False,False,False
1412,Yes,False,True,False,True,False,False,False,True
1523,Yes,True,False,False,False,False,False,True,False
1139,Yes,False,False,False,False,False,False,False,True
530,Yes,True,False,False,False,False,False,False,False
733,No,True,False,False,False,False,False,True,False
1563,Yes,False,False,True,True,False,False,True,False
1831,No,False,False,False,False,False,False,True,False
1425,Yes,False,True,False,False,True,False,False,False
753,Yes,False,False,True,True,False,False,False,True
733,No,True,False,False,False,False,False,True,False
371,Yes,False,True,False,True,False,False,True,False
1285,Yes,False,True,False,False,False,False,True,False
1352,Yes,False,False,True,False,False,False,True,False
1676,Yes,False,False,False,False,False,False,False,True
1780,Yes,True,False,False,False,False,False,True,False
929,Yes,False,False,False,False,False,False,False,True
355,Yes,False,False,True,False,False,False,False,True
516,Yes,True,False,False,False,False,False,False,True
1776,Yes,True,False,False,False,False,False,False,True
975,No,True,False,False,False,False,False,True,False
1726,Yes,False,False,True,False,False,False,False,True
950,Yes,False,False,True,True,False,False,True,False
1030,No,False,False,True,False,False,False,True,False
576,Yes,False,True,False,False,False,False,True,False
1732,No,True,False,False,False,False,False,True,False
1114,No,False,True,False,False,False,False,True,False
273,Yes,False,False,True,False,False,False,False,False
585,Yes,False,True,False,False,True,False,False,True
1463,No,True,False,False,False,False,False,True,False
932,Yes,False,False,True,False,False,False,False,True
1946,No,False,True,False,False,False,False,True,False
1819,Yes,False,False,True,True,False,False,False,True
1606,Yes,False,False,True,True,False,False,True,False
868,Yes,False,False,False,False,False,True,True,False
1092,Yes,False,True,False,False,True,False,True,False
1242,Yes,True,False,False,False,False,False,False,False
1017,Yes,True,False,False,False,True,False,True,False
1722,No,True,False,False,False,False,False,True,False
1167,Yes,False,True,False,False,False,False,False,False
1623,Yes,True,False,False,False,False,False,False,False
363,No,False,True,False,False,False,False,True,False
1794,Yes,False,True,False,False,False,False,False,False
1042,No,False,False,True,False,False,False,True,False
1770,Yes,False,False,False,False,False,False,False,False
661,Yes,False,False,True,False,False,False,False,True
337,Yes,False,False,False,False,False,False,False,False
1108,Yes,False,False,True,False,False,False,False,True
1257,Yes,False,False,True,True,False,False,True,False
957,No,False,True,False,False,False,False,True,False
950,Yes,True,False,False,False,True,False,False,True
1517,No,False,True,False,False,False,False,True,False
1726,Yes,False,False,False,False,False,False,False,True
479,Yes,True,False,False,False,True,False,True,False
1311,Yes,False,False,True,False,False,False,False,True
1742,Yes,False,False,True,False,False,False,True,False
1153,Yes,False,True,False,False,False,True,True,False
479,Yes,False,False,True,False,True,False,True,False
1735,No,False,True,False,False,False,False,True,False
1460,Yes,False,True,False,False,False,False,False,True
685,Yes,False,False,True,False,False,False,False,True
1493,Yes,True,False,False,False,False,False,True,False
1767,No,False,True,False,False,False,False,True,False
1340,Yes,False,True,False,False,True,False,False,False
1378,No,True,False,False,False,False,False,True,False
1405,Yes,True,False,False,True,False,False,False,True
1188,Yes,False,False,True,False,False,True,False,True
1881,No,True,False,False,False,False,False,True,False
618,Yes,False,True,False,False,False,False,False,True
214,Yes,False,True,False,True,False,False,True,False
1722,Yes,False,False,True,False,False,False,False,True
1451,Yes,False,False,True,False,False,False,False,False
922,No,False,False,False,False,False,False,True,False
369,Yes,True,False,False,False,True,False,False,True
672,No,False,False,True,False,False,False,True,False
958,Yes,False,False,True,False,True,False,True,False
857,Yes,False,False,False,True,False,False,True,False
704,Yes,True,False,False,True,False,False,True,False
1200,No,True,False,False,False,False,False,True,False
1369,No,False,True,False,False,False,False,True,False
1356,No,False,True,False,False,False,False,True,False
1608,Yes,False,False,True,False,False,False,False,True
1858,No,False,False,False,False,False,False,True,False
717,Yes,False,True,False,False,False,False,True,False
357,No,False,True,False,False,False,False,True,False
902,Yes,False,True,False,False,False,False,False,False
1885,Yes,False,False,True,False,False,False,False,True
700,Yes,False,True,False,False,False,False,False,False
1153,Yes,False,False,True,False,False,False,False,True
1644,No,True,False,False,False,False,False,True,False
1028,Yes,False,False,True,False,True,False,True,False
1302,Yes,True,False,False,False,False,False,True,False
935,No,True,False,False,False,False,False,True,False
1704,Yes,False,True,False,False,False,False,False,False
634,No,False,True,False,False,False,False,True,False
949,Yes,False,False,False,True,False,False,False,False
1881,No,False,True,False,False,False,False,True,False
736,No,True,False,False,False,False,False,True,False
674,Yes,False,False,False,False,False,False,False,False
383,Yes,True,False,False,False,False,True,False,True
247,Yes,False,False,True,False,False,False,False,True
1682,Yes,False,False,True,False,False,False,False,True
1668,Yes,False,True,False,False,False,False,False,False
1092,Yes,False,False,True,False,True,False,True,False
1770,No,False,False,False,False,False,False,True,False
428,No,True,False,False,False,False,False,True,False
661,Yes,False,True,False,True,False,False,True,False
1395,Yes,True,False,False,True,False,False,True,False
1366,Yes,False,False,True,False,True,False,False,False
1376,Yes,False,False,False,False,False,False,False,True
1345,Yes,True,False,False,False,True,False,True,False
761,No,False,False,True,False,False,False,True,False
1639,Yes,False,False,False,True,False,False,True,False
1047,Yes,False,False,True,False,True,False,True,False
646,Yes,False,True,False,True,False,False,True,False
1591,Yes,True,False,False,False,False,False,False,True
1330,Yes,True,False,False,True,False,False,False,True
1623,Yes,False,False,True,False,False,False,False,True
409,Yes,False,False,False,False,False,False,False,False
1935,No,False,False,False,False,False,False,True,False
323,No,True,False,False,False,False,False,True,False
893,Yes,False,False,False,False,True,False,False,False
370,No,True,False,False,False,False,False,True,False
1895,Yes,True,False,False,False,False,False,False,True
222,Yes,False,False,True,False,False,False,False,True
1222,Yes,False,False,False,False,False,False,False,True
1845,Yes,False,True,False,False,True,False,False,True
1181,Yes,False,True,False,True,False,False,False,True
972,Yes,False,True,False,False,False,False,True,False
592,No,False,False,True,False,False,False,True,False
597,Yes,True,False,False,False,False,False,False,False
843,Yes,False,False,False,False,False,False,True,False
1056,Yes,False,False,False,False,False,False,False,True
1486,Yes,False,False,False,False,True,False,True,False
1040,No,False,True,False,False,False,False,True,False
1210,No,False,False,True,False,False,False,True,False
1894,No,False,True,False,False,False,False,True,False
246,Yes,False,True,False,False,False,False,False,True
1372,No,False,True,False,False,False,False,True,False
1258,Yes,False,False,True,False,False,False,True,False
1436,Yes,False,True,False,False,False,False,False,True
520,Yes,False,False,False,False,False,False,False,True
438,No,False,False,True,False,False,False,True,False
530,No,False,True,False,False,False,False,True,False
1668,Yes,False,True,False,False,False,False,True,False
1305,Yes,True,False,False,False,False,False,False,True
682,No,True,False,False,False,False,False,True,False
1299,Yes,False,True,False,False,False,False,False,True
1786,No,False,False,True,False,False,False,True,False
1335,Yes,False,False,True,False,False,False,False,True
1457,No,False,False,True,False,False,False,True,False
1144,Yes,False,False,False,False,False,False,True,False
769,No,False,True,False,False,False,False,True,False
1308,Yes,False,False,True,False,False,False,False,True
257,Yes,False,True,False,False,False,True,True,False
1186,Yes,False,False,False,False,True,False,True,False
1351,Yes,False,False,False,False,True,False,False,False
571,Yes,False,False,False,True,False,False,True,False
1645,Yes,False,False,True,False,False,False,False,True
1754,Yes,False,True,False,False,False,False,False,True
526,Yes,False,True,False,False,False,False,False,True
1577,Yes,False,False,True,False,True,False,True,False
687,Yes,False,False,True,False,False,False,True,False
530,No,True,False,False,False,False,False,True,False
1858,Yes,False,True,False,False,False,False,False,True
1510,Yes,False,True,False,False,False,False,False,False
655,Yes,True,False,False,False,False,False,False,True
452,Yes,False,False,True,False,False,False,False,False
1103,Yes,False,False,True,False,False,False,False,True
902,Yes,True,False,False,True,False,False,True,False
1917,Yes,False,True,False,False,False,False,False,False
616,Yes,False,True,False,False,False,False,True,False
1252,Yes,False,False,True,False,False,False,True,False
1306,Yes,False,True,False,True,False,False,True,False
390,Yes,False,False,True,False,False,False,False,True
763,No,True,False,False,False,False,False,True,False
1399,Yes,True,False,False,False,False,False,False,True
1850,Yes,False,False,False,False,False,False,False,True
373,Yes,True,False,False,False,False,False,False,True
738,Yes,False,False,False,False,False,False,False,True
536,Yes,True,False,False,False,False,False,False,True
294,Yes,False,False,False,True,False,False,True,False
380,Yes,False,False,False,False,False,False,False,False
1775,Yes,False,False,False,True,False,False,True,False
1377,Yes,False,False,False,True,False,False,True,False
882,No,False,False,True,False,False,False,True,False
202,Yes,False,False,True,False,False,False,False,True
830,Yes,False,False,True,True,False,False,False,False
1153,Yes,True,False,False,False,False,False,False,True
399,Yes,False,True,False,True,False,False,True,False
944,Yes,True,False,False,False,False,True,True,False
617,Yes,False,True,False,False,False,False,True,False
1439,Yes,False,False,False,True,False,False,True,False
990,Yes,False,True,False,False,False,False,False,False
1031,Yes,False,True,False,False,False,False,False,False
1614,Yes,False,False,False,False,False,False,False,True
1405,Yes,True,False,False,False,False,False,False,True
1458,No,False,False,False,False,False,False,True,False
1479,No,False,True,False,False,False,False,True,False
479,Yes,True,False,False,True,False,False,False,True
311,No,True,False,False,False,False,False,True,False
1904,Yes,False,False,False,False,True,False,False,True
1900,Yes,True,False,False,False,True,False,True,False
1601,Yes,False,False,True,False,True,False,True,False
1280,Yes,False,False,True,False,False,False,False,True
344,Yes,True,False,False,False,False,False,False,True
200,No,True,False,False,False,False,False,True,False
1196,Yes,False,True,False,False,False,False,False,True
1014,Yes,False,True,False,False,False,False,False,True
652,No,False,False,False,False,False,False,True,False
677,Yes,True,False,False,False,False,True,False,True
804,Yes,True,False,False,False,False,False,False,True
449,Yes,False,False,True,True,False,False,True,False
1322,Yes,False,False,False,False,False,False,False,True
1015,Yes,True,False,False,False,False,False,True,False
1678,Yes,True,False,False,False,False,False,False,False
1705,No,False,False,True,False,False,False,True,False
879,Yes,False,False,True,False,False,False,False,False
689,Yes,False,False,False,False,True,False,False,True
576,No,False,True,False,False,False,False,True,False
1028,Yes,False,True,False,False,False,False,False,True
633,Yes,False,False,True,False,False,False,False,False
1081,Yes,False,False,True,False,True,False,False,False
1616,Yes,False,False,True,False,True,False,True,False
248,Yes,False,False,False,True,False,False,False,True
690,No,True,False,False,False,False,False,True,False
612,Yes,False,False,True,False,False,False,True,False
334,Yes,False,False,False,False,False,False,False,False
546,Yes,False,False,True,False,False,False,True,False
844,No,False,False,True,False,False,False,True,False
1371,Yes,False,True,False,False,True,False,False,True
386,Yes,False,False,True,False,False,True,False,True
1439,Yes,False,True,False,False,False,False,False,True
1903,Yes,False,False,True,False,False,False,False,True
1024,Yes,True,False,False,False,True,False,True,False
544,Yes,False,False,False,False,False,False,False,True
1832,Yes,False,True,False,False,True,False,True,False
1772,Yes,False,False,False,True,False,False,False,True
1616,Yes,False,False,True,False,True,False,True,False
724,Yes,True,False,False,False,True,False,False,True
1543,Yes,False,True,False,False,False,False,False,True
931,Yes,True,False,False,True,False,False,True,False
1620,Yes,False,False,True,False,True,False,True,False
329,Yes,False,False,False,False,True,False,False,True
1526,Yes,False,True,False,False,False,False,False,True
326,Yes,False,False,False,False,True,False,True,False
515,Yes,False,False,True,False,False,False,False,True
1494,Yes,True,False,False,False,False,True,True,False
1049,No,True,False,False,False,False,False,True,False
669,Yes,False,True,False,False,False,True,False,True
655,No,True,False,False,False,False,False,True,False
1149,No,False,False,False,False,False,False,True,False
1511,Yes,True,False,False,False,False,False,True,False
972,No,False,True,False,False,False,False,True,False
1362,No,True,False,False,False,False,False,True,False
718,Yes,False,False,False,False,False,False,True,False
852,Yes,False,False,False,False,False,False,False,True
1413,Yes,False,False,True,False,True,False,True,False
276,Yes,False,True,False,False,False,False,True,False
735,No,False,False,False,False,False,False,True,False
471,Yes,False,True,False,False,False,False,False,True
463,No,True,False,False,False,False,False,True,False
1841,No,False,False,False,False,False,False,True,False
445,Yes,True,False,False,False,True,False,False,False
973,Yes,False,False,True,False,False,False,True,False
1865,Yes,False,False,True,True,False,False,False,True
735,Yes,False,True,False,False,False,False,False,False
1433,Yes,False,True,False,False,False,False,False,False
646,Yes,True,False,False,False,False,False,False,True
438,Yes,False,False,False,False,False,False,True,False
1979,Yes,False,True,False,False,False,False,False,False
447,Yes,False,False,False,False,False,False,False,True
877,Yes,False,True,False,False,True,False,True,False
808,Yes,False,True,False,False,False,True,True,False
1194,No,False,True,False,False,False,False,True,False
958,No,False,True,False,False,False,False,True,False
1181,Yes,False,True,False,False,False,False,False,False
1149,Yes,False,True,False,False,False,False,False,False
1954,Yes,False,False,False,False,False,False,True,False
1487,No,False,False,True,False,False,False,True,False
1581,Yes,False,False,False,False,False,False,False,False
744,Yes,False,False,True,True,False,False,False,False
757,Yes,False,False,False,False,True,False,True,False
577,Yes,False,False,False,False,False,False,False,False
263,No,True,False,False,False,False,False,True,False
969,Yes,False,True,False,False,False,False,False,True
1714,Yes,True,False,False,False,False,False,True,False
339,Yes,False,False,True,False,False,True,False,True
253,No,False,False,False,False,False,False,True,False
204,Yes,False,True,False,False,False,False,False,False
971,No,False,False,False,False,False,False,True,False
990,Yes,False,True,False,False,False,False,False,True
630,Yes,True,False,False,False,False,False,False,True
1846,Yes,False,False,True,False,False,False,False,True
801,Yes,True,False,False,False,False,False,False,False
999,No,False,False,False,False,False,False,True,False
1263,Yes,False,True,False,False,False,False,False,True
512,Yes,True,False,False,False,False,False,False,True
386,No,False,False,True,False,False,False,True,False
617,No,False,True,False,False,False,False,True,False
1971,Yes,False,False,True,False,False,False,False,True
644,No,False,False,True,False,False,False,True,False
1961,Yes,False,False,True,False,False,False,False,True
929,No,False,False,False,False,False,False,True,False
648,Yes,False,False,True,True,False,False,True,False
1662,No,False,False,False,False,False,False,True,False
748,Yes,False,False,False,False,False,False,False,True
929,No,False,False,True,False,False,False,True,False
1418,Yes,True,False,False,False,False,False,False,False
1998,Yes,False,False,False,False,True,False,False,True
1537,Yes,False,False,False,False,False,False,False,True
431,Yes,False,False,False,False,False,False,False,True
1778,Yes,False,True,False,False,False,False,False,False
1053,Yes,False,True,False,True,False,False,True,False
1429,Yes,False,False,False,False,False,False,False,True
760,Yes,False,False,False,False,False,False,False,True
1368,Yes,True,False,False,False,False,False,False,False
622,Yes,False,True,False,False,True,False,True,False
1066,Yes,False,False,False,False,True,False,True,False
1852,Yes,False,False,False,False,False,False,False,False
566,Yes,True,False,False,False,False,False,False,False
1777,Yes,False,True,False,False,False,False,False,False
1881,Yes,True,False,False,False,False,False,True,False
450,Yes,True,False,False,False,True,False,False,True
978,Yes,True,False,False,False,False,False,False,True
579,Yes,False,True,False,False,False,False,False,False
1563,Yes,True,False,False,False,False,False,False,True
1292,Yes,True,False,False,False,False,True,True,False
1856,No,False,True,False,False,False,False,True,False
208,No,False,True,False,False,False,False,True,False
457,Yes,False,True,False,False,False,False,False,True
594,No,False,False,True,False,False,False,True,False
1106,Yes,False,False,True,False,False,False,False,True
658,Yes,False,False,True,False,True,False,False,False
628,Yes,False,False,False,False,False,False,False,True
1638,Yes,True,False,False,False,True,False,True,False
1689,Yes,False,False,True,False,False,True,True,False
1724,No,False,True,False,False,False,False,True,False
818,Yes,False,False,False,False,False,False,False,True
1687,Yes,True,False,False,True,False,False,False,False
1409,Yes,False,False,False,False,False,False,False,True
1306,Yes,False,True,False,False,False,False,True,False
1365,Yes,True,False,False,False,True,False,True,False
644,No,False,False,True,False,False,False,True,False
528,No,False,True,False,False,False,False,True,False
1905,Yes,True,False,False,False,True,False,True,False
703,Yes,False,True,False,False,False,False,False,False
891,Yes,False,False,True,True,False,False,True,False
1549,Yes,False,False,False,False,True,False,False,False
967,Yes,False,False,False,True,False,False,False,False
845,Yes,True,False,False,False,False,False,True,False
1941,Yes,True,False,False,False,True,False,True,False
484,Yes,False,False,False,True,False,False,False,True
287,No,False,True,False,False,False,False,True,False
1845,Yes,False,True,False,False,False,False,True,False
1169,Yes,False,False,False,False,False,False,False,True
864,Yes,False,False,True,False,False,False,False,True
1464,Yes,False,False,False,False,False,False,False,True
487,No,False,False,False,False,False,False,True,False
904,Yes,True,False,False,False,False,False,False,False
1156,No,True,False,False,False,False,False,True,False
1656,Yes,False,True,False,False,True,False,True,False
1702,No,False,False,False,False,False,False,True,False
1186,No,True,False,False,False,False,False,True,False
384,Yes,False,True,False,False,False,False,False,False
378,Yes,False,True,False,False,False,False,False,True
330,Yes,False,False,True,False,True,False,True,False
1967,Yes,False,False,False,False,True,False,False,True
823,Yes,True,False,False,False,False,False,True,False
1583,No,True,False,False,False,False,False,True,False
547,Yes,False,False,False,False,False,False,False,True
1343,Yes,False,False,True,False,False,False,False,True
1752,Yes,True,False,False,True,False,False,True,False
582,No,False,False,False,False,False,False,True,False
486,No,True,False,False,False,False,False,True,False
974,No,False,True,False,False,False,False,True,False
381,Yes,False,False,True,False,True,False,True,False
515,Yes,False,False,False,True,False,False,True,False
1774,Yes,False,True,False,False,False,False,False,False
1475,Yes,False,False,False,False,False,False,True,False
544,Yes,False,True,False,False,False,False,False,True
230,Yes,False,False,True,False,False,False,False,True
928,Yes,False,False,False,False,False,False,False,True
397,Yes,False,True,False,False,False,False,True,False
725,Yes,False,False,False,False,False,False,True,False
1038,Yes,False,True,False,False,False,True,True,False
557,Yes,False,False,True,False,True,False,True,False
844,Yes,False,True,False,False,True,False,True,False
1613,No,True,False,False,False,False,False,True,False
1883,Yes,False,True,False,True,False,False,True,False
1636,No,False,False,True,False,False,False,True,False
1720,Yes,True,False,False,False,False,False,False,True
1106,No,False,True,False,False,False,False,True,False
730,No,False,False,False,False,False,False,True,False
1402,Yes,False,False,True,False,False,False,False,True
1309,Yes,False,True,False,False,True,False,True,False
1701,Yes,False,False,True,False,True,False,True,False
879,Yes,False,False,False,False,False,False,False,True
1319,Yes,False,False,True,True,False,False,False,True
1721,No,False,False,True,False,False,False,True,False
1051,No,False,True,False,False,False,False,True,False
420,Yes,False,False,False,False,False,False,False,True
412,No,False,False,True,False,False,False,True,False
1998,Yes,False,False,False,False,False,False,True,False
1761,Yes,False,True,False,True,False,False,False,False
296,No,True,False,False,False,False,False,True,False
864,Yes,False,False,True,False,False,False,False,True
340,Yes,False,True,False,True,False,False,True,False
564,No,True,False,False,False,False,False,True,False
1308,Yes,False,True,False,False,False,False,True,False
1698,No,False,True,False,False,False,False,True,False
320,Yes,True,False,False,False,False,False,True,False
1817,Yes,False,False,False,False,False,False,False,False
997,Yes,False,False,True,False,True,False,True,False
374,Yes,True,False,False,False,False,False,False,True
1912,No,False,False,True,False,False,False,True,False
919,Yes,False,False,False,False,False,False,False,True
1125,Yes,False,False,False,False,False,True,False,True
885,Yes,True,False,False,False,False,False,False,True
1526,Yes,False,False,True,False,False,False,True,False
1691,Yes,True,False,False,False,False,False,True,False
1856,No,False,False,False,False,False,False,True,False
395,Yes,False,True,False,True,False,False,True,False
654,Yes,False,True,False,False,False,True,False,True
1542,No,False,False,False,False,False,False,True,False
397,No,False,False,True,False,False,False,True,False
1281,No,True,False,False,False,False,False,True,False
921,Yes,False,True,False,False,False,False,False,False
1793,Yes,True,False,False,False,False,False,False,True
334,Yes,False,False,True,False,True,False,False,False
1580,Yes,True,False,False,False,False,False,False,True
1995,Yes,False,False,True,True,False,False,False,True
1422,Yes,False,True,False,False,False,False,False,True
515,Yes,True,False,False,False,False,False,False,True
663,No,False,False,False,False,False,False,True,False
1345,Yes,False,True,False,False,False,False,False,False
1361,No,False,True,False,False,False,False,True,False
1467,Yes,True,False,False,False,False,False,False,True
1237,No,False,False,False,False,False,False,True,False
937,No,False,False,False,False,False,False,True,False
1802,No,False,False,True,False,False,False,True,False
1629,Yes,False,True,False,False,False,False,False,True
1490,Yes,False,False,True,False,False,False,False,False
478,Yes,True,False,False,False,False,True,False,True
855,Yes,False,False,True,False,False,False,False,True
848,Yes,False,True,False,False,False,False,True,False
1400,Yes,False,False,False,True,False,False,False,True
853,No,True,False,False,False,False,False,True,False
369,No,False,True,False,False,False,False,True,False
244,No,False,False,False,False,False,False,True,False
877,Yes,False,True,False,False,False,False,False,True
663,No,False,True,False,False,False,False,True,False
1185,Yes,False,False,True,False,False,False,True,False
1805,No,True,False,False,False,False,False,True,False
241,No,True,False,False,False,False,False,True,False
1267,Yes,True,False,False,False,False,False,False,False
746,Yes,False,True,False,False,False,False,False,True
1032,Yes,False,False,False,False,False,False,True,False
1746,Yes,False,True,False,False,False,False,True,False
936,Yes,False,False,False,False,False,False,False,True
1840,Yes,False,False,True,False,True,False,False,True
404,Yes,False,False,False,False,False,True,False,True
996,No,False,False,True,False,False,False,True,False
1264,Yes,False,False,True,False,False,False,False,True
1010,Yes,True,False,False,False,True,False,False,True
367,No,False,False,False,False,False,False,True,False
537,Yes,False,False,True,False,False,False,False,True
818,Yes,False,False,True,False,False,False,False,True
674,No,False,False,True,False,False,False,True,False
1741,Yes,False,True,False,False,False,False,True,False
1260,Yes,False,False,True,False,False,False,False,True
799,Yes,True,False,False,False,True,False,True,False
404,Yes,False,True,False,False,False,False,False,True
1064,Yes,False,False,True,True,False,False,True,False
1578,Yes,False,False,True,False,False,True,False,True
1460,Yes,True,False,False,False,False,True,False,True
635,Yes,True,False,False,False,False,False,False,True
773,Yes,False,False,False,False,False,False,False,False
625,Yes,True,False,False,False,True,False,True,False
1300,No,False,False,False,False,False,False,True,False
1430,Yes,False,False,True,True,False,False,False,True
1857,No,False,False,False,False,False,False,True,False
918,No,False,False,True,False,False,False,True,False
771,Yes,False,False,False,False,True,False,True,False
1948,Yes,False,False,False,False,False,True,False,True
1392,Yes,False,False,True,False,False,False,False,False
1431,Yes,False,True,False,False,False,False,False,False
1944,Yes,False,False,False,False,False,False,False,False
668,Yes,False,False,False,False,False,False,False,False
1042,Yes,True,False,False,False,True,False,False,False
297,Yes,True,False,False,False,False,False,True,False
1382,Yes,False,False,False,False,False,True,False,True
1843,Yes,False,False,False,False,False,False,False,False
1666,Yes,False,False,False,False,False,False,False,True
837,Yes,True,False,False,False,False,False,False,True
1765,Yes,False,False,False,False,False,False,True,False
884,Yes,False,False,False,False,True,False,True,False
1686,No,True,False,False,False,False,False,True,False
1078,Yes,False,False,True,False,False,False,False,True
642,No,False,True,False,False,False,False,True,False
1988,Yes,True,False,False,False,True,False,False,False
262,No,True,False,False,False,False,False,True,False
253,Yes,False,False,True,True,False,False,False,True
762,No,False,True,False,False,False,False,True,False
1744,No,False,False,True,False,False,False,True,False
1537,Yes,True,False,False,False,True,False,False,False
1086,Yes,False,True,False,False,False,False,False,True
217,Yes,True,False,False,False,True,False,False,True
1840,Yes,False,False,True,False,False,False,False,True
850,No,False,False,False,False,False,False,True,False
273,Yes,True,False,False,False,False,False,False,True
1234,No,True,False,False,False,False,False,True,False
844,Yes,False,True,False,False,False,False,False,False
1366,Yes,False,False,False,True,False,False,False,False
1699,Yes,False,True,False,False,False,False,False,True
297,Yes,False,False,False,True,False,False,False,True
627,No,False,False,False,False,False,False,True,False
1455,No,False,True,False,False,False,False,True,False
359,No,False,True,False,False,False,False,True,False
1197,Yes,False,True,False,False,False,False,False,False
1320,Yes,False,False,True,False,False,False,True,False
1264,No,False,False,True,False,False,False,True,False
691,Yes,False,True,False,False,False,False,False,False
1412,Yes,True,False,False,False,False,False,False,True
1931,Yes,False,True,False,False,False,False,False,True
1086,No,True,False,False,False,False,False,True,False
1404,Yes,True,False,False,False,False,False,False,True
981,No,False,False,False,False,False,False,True,False
493,Yes,False,False,True,False,False,False,False,True
937,Yes,False,False,True,False,False,False,False,True
493,No,True,False,False,False,False,False,True,False
1471,Yes,False,False,True,False,False,False,False,False
961,No,True,False,False,False,False,False,True,False
303,No,True,False,False,False,False,False,True,False
1253,No,False,False,True,False,False,False,True,False
1807,No,False,True,False,False,False,False,True,False
856,Yes,False,False,False,False,False,False,True,False
1022,No,False,False,True,False,False,False,True,False
1067,Yes,True,False,False,False,False,True,True,False
1926,Yes,False,False,True,False,False,False,False,True
521,No,False,True,False,False,False,False,True,False
1277,Yes,False,False,True,False,False,False,False,True
442,Yes,False,True,False,False,True,False,True,False
534,Yes,False,False,True,False,True,False,True,False
1351,Yes,False,False,True,True,False,False,False,False
888,Yes,False,False,False,False,False,False,True,False
1299,No,False,True,False,False,False,False,True,False
921,Yes,False,False,True,False,False,False,False,True
1929,Yes,False,False,False,False,False,False,False,True
978,Yes,True,False,False,False,False,False,False,True
552,Yes,False,False,True,False,False,False,False,True
1674,Yes,False,False,False,False,False,False,False,False
740,Yes,False,False,True,False,False,False,True,False
450,No,True,False,False,False,False,False,True,False
1441,No,True,False,False,False,False,False,True,False
1350,Yes,False,True,False,False,True,False,False,True
492,No,False,True,False,False,False,False,True,False
1774,Yes,False,True,False,False,False,False,False,True
726,Yes,False,True,False,False,True,False,True,False
1667,Yes,True,False,False,False,True,False,True,False
940,No,True,False,False,False,False,False,True,False
1054,Yes,False,True,False,False,False,False,False,True
679,No,False,True,False,False,False,False,True,False
1701,No,False,True,False,False,False,False,True,False
565,Yes,False,False,True,False,True,False,False,True
993,Yes,False,False,False,True,False,False,False,True
328,No,False,False,False,False,False,False,True,False
308,Yes,False,False,True,False,False,True,True,False
932,Yes,True,False,False,False,False,False,True,False
599,Yes,True,False,False,False,True,False,True,False
1948,Yes,False,False,True,False,False,False,True,False
1322,Yes,True,False,False,False,False,False,False,False
538,Yes,False,False,True,False,False,False,False,True
350,Yes,False,False,False,False,False,False,False,False
1235,No,False,False,False,False,False,False,True,False
1894,Yes,False,False,True,False,False,False,True,False
232,Yes,False,False,True,False,False,False,True,False
1132,No,False,True,False,False,False,False,True,False
244,Yes,False,True,False,True,False,False,False,True
346,No,False,True,False,False,False,False,True,False
649,Yes,False,False,True,False,False,False,False,True
237,No,False,False,True,False,False,False,True,False
587,No,False,False,False,False,False,False,True,False
1743,Yes,False,False,False,False,False,True,True,False
894,Yes,False,False,True,False,True,False,True,False
346,Yes,False,False,True,False,False,False,True,False
698,Yes,False,False,True,False,False,False,False,True
935,No,False,True,False,False,False,False,True,False
356,Yes,False,False,True,False,False,False,False,False
683,Yes,True,False,False,False,False,False,False,True
438,No,False,False,True,False,False,False,True,False
1822,Yes,False,False,False,False,True,False,False,True
360,No,False,False,True,False,False,False,True,False
1150,Yes,False,False,False,False,False,False,False,True
305,Yes,False,False,False,False,True,False,True,False
1382,No,False,False,True,False,False,False,True,False
1484,Yes,False,False,True,False,False,True,False,True
998,Yes,False,False,False,False,False,False,False,True
1221,No,False,False,True,False,False,False,True,False
409,Yes,True,False,False,False,False,False,False,True
1808,Yes,False,False,True,False,False,False,False,False
740,Yes,False,False,True,False,False,False,False,False
1270,Yes,False,False,True,False,True,False,False,True
1445,No,False,False,False,False,False,False,True,False
1127,Yes,False,False,False,False,False,True,True,False
466,Yes,False,True,False,False,False,False,False,True
882,No,False,False,False,False,False,False,True,False
1373,No,True,False,False,False,False,False,True,False
1042,Yes,False,False,True,False,True,False,True,False
