Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
SHIP011020,Jaipur,Kolkata,2023-12-02,2023-12-06,2023-12-06,1466,No,False,True,False,False,False,False,True,False
SHIP011021,Kolkata,Mumbai,2023-01-20,2023-01-22,2023-01-23,664,Yes,False,True,False,False,False,False,False,True
SHIP011022,Hyderabad,Bangalore,2023-05-10,2023-05-12,2023-05-15,738,Yes,True,False,False,True,False,False,False,True
SHIP011023,Kolkata,Chennai,2023-01-03,2023-01-04,2023-01-06,532,Yes,True,False,False,False,False,False,True,False
SHIP011024,Mumbai,Jaipur,2024-03-05,2024-03-08,2024-03-09,917,Yes,True,False,False,False,False,False,False,True
SHIP011025,Bangalore,Kolkata,2023-07-29,2023-08-02,2023-08-03,1273,Yes,False,False,False,False,False,False,False,True
SHIP011026,Jaipur,Chennai,2024-02-04,2024-02-10,2024-02-10,1907,No,True,False,False,False,False,False,True,False
SHIP011027,Lucknow,Jaipur,2023-09-23,2023-09-25,2023-09-27,700,Yes,True,False,False,False,False,False,True,False
SHIP011028,Delhi,Pune,2023-09-04,2023-09-07,2023-09-09,1118,Yes,False,False,False,False,True,False,False,True
SHIP011029,Kolkata,Lucknow,2023-02-06,2023-02-10,2023-02-12,1421,Yes,False,True,False,False,False,False,False,False
SHIP011030,Bangalore,Pune,2023-01-17,2023-01-18,2023-01-20,253,Yes,True,False,False,False,False,False,False,False
SHIP011031,Lucknow,Jaipur,2024-04-19,2024-04-21,2024-04-20,496,Yes,False,True,False,False,False,False,False,True
SHIP011032,Lucknow,Kolkata,2023-06-26,2023-07-01,2023-07-02,1745,Yes,False,True,False,False,True,False,True,False
SHIP011033,Delhi,Lucknow,2024-03-30,2024-04-01,2024-04-02,620,Yes,False,False,True,False,False,False,False,True
SHIP011034,Ahmedabad,Lucknow,2023-10-20,2023-10-21,2023-10-27,249,Yes,False,False,False,False,True,False,True,False
SHIP011035,Jaipur,Kolkata,2023-12-05,2023-12-11,2023-12-11,1975,No,False,False,False,False,False,False,True,False
SHIP011036,Jaipur,Delhi,2024-04-15,2024-04-19,2024-04-21,1485,Yes,False,False,True,False,False,False,False,False
SHIP011037,Delhi,Pune,2023-08-07,2023-08-09,2023-08-09,649,No,False,False,True,False,False,False,True,False
SHIP011038,Bangalore,Delhi,2023-09-28,2023-10-02,2023-10-03,1285,Yes,True,False,False,False,False,False,False,True
SHIP011039,Hyderabad,Bangalore,2023-07-26,2023-07-27,2023-08-01,584,Yes,False,False,False,False,False,False,False,True
SHIP011040,Hyderabad,Kolkata,2023-03-06,2023-03-12,2023-03-13,1914,Yes,False,False,True,False,False,False,False,True
SHIP011041,Kolkata,Delhi,2023-05-09,2023-05-11,2023-05-16,715,Yes,False,False,False,False,False,False,True,False
SHIP011042,Bangalore,Ahmedabad,2024-03-02,2024-03-08,2024-03-09,1994,Yes,True,False,False,False,False,False,False,True
SHIP011043,Mumbai,Hyderabad,2023-02-01,2023-02-02,2023-02-02,501,No,False,False,False,False,False,False,True,False
SHIP011044,Chennai,Pune,2023-10-07,2023-10-08,2023-10-11,262,Yes,True,False,False,True,False,False,False,True
SHIP011045,Mumbai,Delhi,2024-05-18,2024-05-20,2024-05-28,804,Yes,False,True,False,False,False,True,False,False
SHIP011046,Hyderabad,Mumbai,2023-08-16,2023-08-20,2023-08-20,1221,No,False,True,False,False,False,False,True,False
SHIP011047,Chennai,Ahmedabad,2024-02-01,2024-02-02,2024-02-02,241,No,False,True,False,False,False,False,True,False
SHIP011048,Delhi,Lucknow,2023-04-13,2023-04-16,2023-04-21,984,Yes,False,True,False,False,False,False,True,False
SHIP011049,Ahmedabad,Chennai,2023-10-22,2023-10-24,2023-10-25,622,Yes,False,False,True,False,False,False,False,True
SHIP011050,Kolkata,Pune,2023-08-10,2023-08-16,2023-08-20,1869,Yes,False,False,False,False,False,False,False,False
SHIP011051,Bangalore,Hyderabad,2023-05-05,2023-05-06,2023-05-09,401,Yes,False,True,False,False,False,False,True,False
SHIP011052,Chennai,Delhi,2024-04-14,2024-04-15,2024-04-16,267,Yes,False,True,False,False,False,False,False,True
SHIP011053,Hyderabad,Kolkata,2024-02-04,2024-02-05,2024-02-05,236,No,True,False,False,False,False,False,True,False
SHIP011054,Ahmedabad,Pune,2023-09-20,2023-09-26,2023-09-27,1881,Yes,False,False,False,False,False,False,False,True
SHIP011055,Chennai,Jaipur,2024-04-03,2024-04-08,2024-04-14,1780,Yes,True,False,False,False,True,False,False,True
SHIP011056,Pune,Mumbai,2023-05-31,2023-06-04,2023-06-07,1272,Yes,True,False,False,False,False,True,True,False
SHIP011057,Bangalore,Delhi,2023-01-21,2023-01-27,2023-01-29,1813,Yes,False,False,True,False,False,False,False,False
SHIP011058,Jaipur,Pune,2024-03-22,2024-03-23,2024-03-23,429,No,False,False,False,False,False,False,True,False
SHIP011059,Pune,Chennai,2023-01-15,2023-01-17,2023-01-20,657,Yes,False,True,False,False,False,False,True,False
SHIP011060,Lucknow,Delhi,2023-08-30,2023-09-05,2023-09-12,1877,Yes,False,False,False,False,False,True,False,True
SHIP011061,Pune,Hyderabad,2024-04-22,2024-04-24,2024-04-26,619,Yes,True,False,False,False,False,False,False,False
SHIP011062,Jaipur,Lucknow,2023-07-06,2023-07-07,2023-07-09,234,Yes,False,True,False,False,True,False,False,True
SHIP011063,Hyderabad,Lucknow,2024-01-16,2024-01-17,2024-01-21,378,Yes,False,False,False,False,False,False,False,True
SHIP011064,Kolkata,Chennai,2023-03-16,2023-03-20,2023-03-21,1495,Yes,False,False,False,False,True,False,True,False
SHIP011065,Mumbai,Pune,2024-03-05,2024-03-11,2024-03-13,1997,Yes,True,False,False,False,False,False,False,False
SHIP011066,Kolkata,Delhi,2023-11-07,2023-11-10,2023-11-11,908,Yes,False,True,False,False,True,False,True,False
SHIP011067,Jaipur,Mumbai,2023-05-20,2023-05-24,2023-05-25,1471,Yes,False,True,False,False,False,False,False,True
SHIP011068,Delhi,Bangalore,2024-03-23,2024-03-26,2024-03-26,1139,No,False,False,False,False,False,False,True,False
SHIP011069,Kolkata,Delhi,2023-11-17,2023-11-22,2023-11-25,1683,Yes,False,True,False,True,False,False,False,True
SHIP011070,Hyderabad,Bangalore,2023-12-11,2023-12-14,2023-12-15,1034,Yes,False,False,True,False,False,False,False,True
SHIP011071,Bangalore,Ahmedabad,2023-11-04,2023-11-08,2023-11-09,1231,Yes,False,False,True,False,False,False,False,True
SHIP011072,Hyderabad,Bangalore,2023-02-17,2023-02-18,2023-02-18,557,No,True,False,False,False,False,False,True,False
SHIP011073,Lucknow,Jaipur,2023-12-18,2023-12-19,2023-12-20,576,Yes,False,False,False,False,False,False,False,True
SHIP011074,Bangalore,Delhi,2023-06-22,2023-06-27,2023-06-30,1548,Yes,True,False,False,False,True,False,False,False
SHIP011075,Chennai,Lucknow,2024-02-12,2024-02-16,2024-02-16,1251,No,True,False,False,False,False,False,True,False
SHIP011076,Pune,Chennai,2024-03-08,2024-03-11,2024-03-13,901,Yes,True,False,False,False,False,False,False,False
SHIP011077,Jaipur,Ahmedabad,2023-08-16,2023-08-20,2023-08-22,1481,Yes,True,False,False,False,False,False,True,False
SHIP011078,Delhi,Hyderabad,2023-10-12,2023-10-17,2023-10-21,1620,Yes,False,False,False,False,False,False,False,False
SHIP011079,Delhi,Ahmedabad,2023-11-01,2023-11-02,2023-11-03,251,Yes,False,True,False,False,False,False,False,True
SHIP011080,Kolkata,Chennai,2023-09-08,2023-09-11,2023-09-14,917,Yes,True,False,False,False,True,False,False,False
SHIP011081,Delhi,Jaipur,2023-08-04,2023-08-08,2023-08-08,1449,No,False,False,False,False,False,False,True,False
SHIP011082,Bangalore,Jaipur,2023-06-29,2023-07-04,2023-07-12,1718,Yes,False,False,False,True,False,False,False,True
SHIP011083,Jaipur,Chennai,2024-02-22,2024-02-26,2024-02-26,1342,No,True,False,False,False,False,False,True,False
SHIP011084,Ahmedabad,Delhi,2024-05-31,2024-06-06,2024-06-11,1898,Yes,True,False,False,False,False,False,True,False
SHIP011085,Pune,Delhi,2023-07-09,2023-07-15,2023-07-17,1974,Yes,False,True,False,False,False,False,False,False
SHIP011086,Chennai,Lucknow,2023-12-06,2023-12-11,2023-12-18,1764,Yes,False,True,False,True,False,False,True,False
SHIP011087,Chennai,Bangalore,2023-06-09,2023-06-14,2023-06-15,1793,Yes,True,False,False,False,False,False,False,True
SHIP011088,Pune,Mumbai,2024-01-02,2024-01-07,2024-01-13,1553,Yes,False,True,False,False,False,False,False,False
SHIP011089,Bangalore,Mumbai,2023-09-20,2023-09-21,2023-09-21,597,No,False,True,False,False,False,False,True,False
SHIP011090,Lucknow,Pune,2024-03-31,2024-04-03,2024-04-06,1104,Yes,False,False,True,True,False,False,False,True
SHIP011091,Ahmedabad,Delhi,2023-05-08,2023-05-11,2023-05-11,973,No,False,True,False,False,False,False,True,False
SHIP011092,Delhi,Bangalore,2023-05-25,2023-05-29,2023-06-01,1222,Yes,False,True,False,False,False,True,True,False
SHIP011093,Lucknow,Kolkata,2023-10-12,2023-10-13,2023-10-13,554,No,False,False,True,False,False,False,True,False
SHIP011094,Ahmedabad,Bangalore,2023-01-21,2023-01-24,2023-01-24,963,No,False,False,True,False,False,False,True,False
SHIP011095,Chennai,Bangalore,2023-08-30,2023-09-04,2023-09-05,1641,Yes,False,False,True,False,False,False,False,True
SHIP011096,Delhi,Mumbai,2023-10-10,2023-10-16,2023-10-23,1971,Yes,False,False,False,False,True,False,False,True
SHIP011097,Lucknow,Bangalore,2023-05-14,2023-05-20,2023-05-22,1863,Yes,False,False,True,True,False,False,True,False
SHIP011098,Delhi,Ahmedabad,2024-03-09,2024-03-10,2024-03-13,334,Yes,False,False,False,False,False,False,True,False
SHIP011099,Jaipur,Delhi,2023-07-31,2023-08-04,2023-08-05,1455,Yes,True,False,False,False,False,False,False,True
SHIP011100,Lucknow,Delhi,2023-08-02,2023-08-05,2023-08-12,1010,Yes,True,False,False,False,True,False,False,True
SHIP011101,Pune,Bangalore,2023-01-17,2023-01-22,2023-01-23,1694,Yes,False,True,False,False,False,False,False,True
SHIP011102,Mumbai,Pune,2023-01-19,2023-01-25,2023-01-28,1966,Yes,False,False,False,False,False,False,False,True
SHIP011103,Hyderabad,Ahmedabad,2023-06-30,2023-07-03,2023-07-05,1031,Yes,False,False,False,False,False,False,False,False
SHIP011104,Kolkata,Pune,2023-06-09,2023-06-11,2023-06-11,726,No,False,False,False,False,False,False,True,False
SHIP011105,Pune,Kolkata,2023-02-12,2023-02-17,2023-02-21,1526,Yes,False,True,False,False,False,False,False,True
SHIP011106,Ahmedabad,Bangalore,2024-04-20,2024-04-23,2024-04-23,1182,No,False,True,False,False,False,False,True,False
SHIP011107,Bangalore,Ahmedabad,2024-05-04,2024-05-09,2024-05-12,1701,Yes,True,False,False,False,False,True,True,False
SHIP011108,Bangalore,Delhi,2024-05-29,2024-05-30,2024-06-02,435,Yes,True,False,False,True,False,False,False,True
SHIP011109,Chennai,Kolkata,2023-11-10,2023-11-13,2023-11-14,1004,Yes,False,False,True,False,False,False,False,True
SHIP011110,Delhi,Pune,2023-07-14,2023-07-20,2023-07-20,1850,No,False,False,False,False,False,False,True,False
SHIP011111,Mumbai,Lucknow,2023-05-09,2023-05-14,2023-05-16,1667,Yes,False,True,False,True,False,False,True,False
SHIP011112,Hyderabad,Mumbai,2024-04-18,2024-04-21,2024-04-21,1007,No,True,False,False,False,False,False,True,False
SHIP011113,Lucknow,Bangalore,2023-02-05,2023-02-07,2023-02-09,869,Yes,False,True,False,False,True,False,False,True
SHIP011114,Hyderabad,Bangalore,2023-05-12,2023-05-17,2023-05-17,1574,No,False,True,False,False,False,False,True,False
SHIP011115,Ahmedabad,Lucknow,2023-10-31,2023-11-01,2023-11-03,228,Yes,False,True,False,False,False,False,True,False
SHIP011116,Hyderabad,Mumbai,2024-01-18,2024-01-19,2024-01-19,226,No,False,True,False,False,False,False,True,False
SHIP011117,Delhi,Bangalore,2023-02-09,2023-02-10,2023-02-10,200,No,False,False,True,False,False,False,True,False
SHIP011118,Lucknow,Delhi,2023-01-31,2023-02-03,2023-02-07,1133,Yes,True,False,False,True,False,False,True,False
SHIP011119,Jaipur,Kolkata,2023-05-29,2023-05-30,2023-05-30,291,No,False,False,False,False,False,False,True,False
SHIP011120,Jaipur,Delhi,2024-04-09,2024-04-14,2024-04-14,1735,No,False,False,False,False,False,False,True,False
SHIP011121,Bangalore,Lucknow,2023-04-25,2023-04-27,2023-04-27,802,No,False,False,False,False,False,False,True,False
SHIP011122,Kolkata,Bangalore,2023-11-21,2023-11-24,2023-11-29,919,Yes,False,False,False,False,False,True,False,False
SHIP011123,Lucknow,Jaipur,2024-04-30,2024-05-04,2024-05-04,1328,No,False,True,False,False,False,False,True,False
SHIP011124,Bangalore,Jaipur,2023-12-26,2023-12-27,2023-12-28,263,Yes,True,False,False,False,True,False,True,False
SHIP011125,Kolkata,Hyderabad,2024-05-09,2024-05-14,2024-05-17,1652,Yes,False,False,False,False,False,True,True,False
SHIP011126,Mumbai,Lucknow,2023-11-19,2023-11-20,2023-11-22,350,Yes,False,False,False,False,False,False,False,False
SHIP011127,Bangalore,Pune,2023-06-08,2023-06-09,2023-06-09,244,No,False,True,False,False,False,False,True,False
SHIP011128,Chennai,Delhi,2023-06-26,2023-06-27,2023-06-28,252,Yes,False,True,False,False,True,False,True,False
SHIP011129,Delhi,Chennai,2023-09-27,2023-09-29,2023-10-04,785,Yes,False,False,False,False,False,False,False,True
SHIP011130,Hyderabad,Bangalore,2024-02-07,2024-02-11,2024-02-09,879,Yes,True,False,False,True,False,False,True,False
SHIP011131,Pune,Delhi,2023-06-18,2023-06-19,2023-06-20,430,Yes,False,False,True,False,False,False,False,True
SHIP011132,Ahmedabad,Delhi,2023-10-28,2023-10-29,2023-10-30,445,Yes,False,False,True,False,False,False,False,True
SHIP011133,Delhi,Bangalore,2023-04-14,2023-04-19,2023-04-25,1620,Yes,True,False,False,False,False,False,False,False
SHIP011134,Mumbai,Pune,2023-02-09,2023-02-11,2023-02-12,692,Yes,False,False,False,False,False,False,False,True
SHIP011135,Delhi,Bangalore,2024-01-05,2024-01-11,2024-01-12,1868,Yes,False,True,False,False,False,False,False,True
SHIP011136,Pune,Mumbai,2023-08-11,2023-08-14,2023-08-15,1074,Yes,False,False,True,False,False,False,False,True
SHIP011137,Ahmedabad,Delhi,2023-08-24,2023-08-30,2023-09-05,1949,Yes,True,False,False,False,True,False,True,False
SHIP011138,Mumbai,Bangalore,2023-02-25,2023-02-26,2023-02-27,312,Yes,False,False,False,False,False,False,False,True
SHIP011139,Lucknow,Kolkata,2023-12-25,2023-12-27,2023-12-29,753,Yes,True,False,False,False,True,False,False,True
SHIP011140,Mumbai,Kolkata,2023-08-15,2023-08-21,2023-08-22,1979,Yes,False,True,False,False,True,False,True,False
SHIP011141,Hyderabad,Jaipur,2024-01-17,2024-01-22,2024-01-23,1751,Yes,False,False,True,False,False,False,False,True
SHIP011142,Pune,Bangalore,2024-04-18,2024-04-23,2024-04-27,1706,Yes,False,False,True,False,True,False,True,False
SHIP011143,Delhi,Lucknow,2023-10-31,2023-11-06,2023-11-08,1868,Yes,False,False,True,False,False,False,False,False
SHIP011144,Bangalore,Chennai,2023-04-15,2023-04-19,2023-04-28,1396,Yes,False,True,False,False,False,True,False,True
SHIP011145,Pune,Hyderabad,2023-12-23,2023-12-29,2023-12-30,1868,Yes,False,False,False,False,False,False,False,True
SHIP011146,Chennai,Jaipur,2023-10-05,2023-10-07,2023-10-09,894,Yes,True,False,False,False,False,False,False,False
SHIP011147,Pune,Kolkata,2023-07-03,2023-07-06,2023-07-07,1012,Yes,True,False,False,False,False,False,False,True
SHIP011148,Kolkata,Mumbai,2023-01-06,2023-01-10,2023-01-10,1492,No,True,False,False,False,False,False,True,False
SHIP011149,Hyderabad,Delhi,2023-12-06,2023-12-09,2023-12-09,976,No,True,False,False,False,False,False,True,False
SHIP011150,Hyderabad,Bangalore,2024-02-29,2024-03-05,2024-03-05,1712,No,True,False,False,False,False,False,True,False
SHIP011151,Kolkata,Ahmedabad,2023-05-14,2023-05-15,2023-05-16,597,Yes,True,False,False,False,False,False,False,True
SHIP011152,Ahmedabad,Jaipur,2024-02-03,2024-02-07,2024-02-09,1363,Yes,False,True,False,True,False,False,True,False
SHIP011153,Delhi,Kolkata,2024-04-12,2024-04-15,2024-04-14,621,Yes,False,False,True,False,True,False,True,False
SHIP011154,Kolkata,Jaipur,2023-09-03,2023-09-08,2023-09-08,1521,No,False,False,True,False,False,False,True,False
SHIP011155,Ahmedabad,Lucknow,2023-12-09,2023-12-10,2023-12-12,425,Yes,False,False,False,True,False,False,True,False
SHIP011156,Jaipur,Chennai,2023-08-12,2023-08-13,2023-08-13,548,No,False,True,False,False,False,False,True,False
SHIP011157,Kolkata,Bangalore,2024-05-14,2024-05-16,2024-05-19,647,Yes,True,False,False,False,True,False,False,False
SHIP011158,Jaipur,Mumbai,2023-01-12,2023-01-14,2023-01-20,856,Yes,False,False,False,False,False,False,False,True
SHIP011159,Delhi,Bangalore,2023-08-06,2023-08-11,2023-08-12,1591,Yes,False,False,True,False,False,False,False,True
SHIP011160,Lucknow,Jaipur,2023-08-26,2023-09-01,2023-09-04,1851,Yes,False,True,False,True,False,False,False,True
SHIP011161,Delhi,Chennai,2023-03-21,2023-03-24,2023-03-26,1189,Yes,False,True,False,False,False,False,False,False
SHIP011162,Kolkata,Lucknow,2023-05-16,2023-05-19,2023-05-19,1146,No,False,False,False,False,False,False,True,False
SHIP011163,Lucknow,Mumbai,2024-05-28,2024-06-01,2024-06-06,1228,Yes,True,False,False,False,True,False,False,True
SHIP011164,Jaipur,Hyderabad,2023-05-14,2023-05-17,2023-05-21,997,Yes,False,True,False,False,False,True,False,True
SHIP011165,Mumbai,Jaipur,2023-02-25,2023-03-02,2023-03-07,1790,Yes,False,False,True,False,False,False,True,False
SHIP011166,Bangalore,Kolkata,2023-04-12,2023-04-13,2023-04-17,356,Yes,True,False,False,False,False,True,False,True
SHIP011167,Pune,Lucknow,2023-10-10,2023-10-13,2023-10-13,1161,No,False,False,True,False,False,False,True,False
SHIP011168,Mumbai,Lucknow,2024-01-12,2024-01-13,2024-01-17,416,Yes,False,True,False,False,False,False,False,True
SHIP011169,Hyderabad,Bangalore,2024-01-02,2024-01-05,2024-01-13,947,Yes,False,True,False,False,True,False,False,False
SHIP011170,Kolkata,Mumbai,2024-01-23,2024-01-25,2024-01-25,884,No,False,False,False,False,False,False,True,False
SHIP011171,Pune,Delhi,2023-07-02,2023-07-04,2023-07-05,806,Yes,False,True,False,False,False,False,False,True
SHIP011172,Ahmedabad,Jaipur,2023-05-07,2023-05-12,2023-05-12,1747,No,True,False,False,False,False,False,True,False
SHIP011173,Jaipur,Ahmedabad,2023-05-28,2023-06-01,2023-06-06,1244,Yes,False,True,False,False,False,False,True,False
SHIP011174,Bangalore,Hyderabad,2023-05-10,2023-05-14,2023-05-17,1239,Yes,False,False,True,True,False,False,False,True
SHIP011175,Delhi,Chennai,2024-02-13,2024-02-16,2024-02-17,1036,Yes,True,False,False,False,False,False,False,True
SHIP011176,Lucknow,Ahmedabad,2023-12-30,2024-01-03,2024-01-05,1412,Yes,True,False,False,False,False,False,False,False
SHIP011177,Hyderabad,Ahmedabad,2023-12-28,2024-01-04,2024-01-03,1890,Yes,True,False,False,False,False,False,False,True
SHIP011178,Hyderabad,Pune,2023-11-03,2023-11-06,2023-11-12,953,Yes,True,False,False,False,True,False,False,True
SHIP011179,Pune,Chennai,2023-12-19,2023-12-25,2023-12-26,1986,Yes,False,False,True,False,False,False,False,True
SHIP011180,Lucknow,Mumbai,2023-07-26,2023-07-27,2023-07-28,482,Yes,False,False,True,False,False,False,False,True
SHIP011181,Lucknow,Kolkata,2023-04-02,2023-04-04,2023-04-09,849,Yes,False,True,False,True,False,False,False,True
SHIP011182,Kolkata,Delhi,2024-04-06,2024-04-07,2024-04-07,218,No,True,False,False,False,False,False,True,False
SHIP011183,Kolkata,Pune,2023-01-13,2023-01-18,2023-01-21,1739,Yes,True,False,False,False,True,False,False,False
SHIP011184,Bangalore,Jaipur,2023-09-03,2023-09-06,2023-09-06,1132,No,False,False,True,False,False,False,True,False
SHIP011185,Pune,Kolkata,2024-05-27,2024-05-31,2024-06-04,1357,Yes,False,False,True,False,False,True,False,True
SHIP011186,Mumbai,Hyderabad,2023-11-08,2023-11-10,2023-11-14,890,Yes,False,True,False,False,False,False,False,False
SHIP011187,Mumbai,Chennai,2023-11-16,2023-11-22,2023-11-23,1857,Yes,True,False,False,False,True,False,True,False
SHIP011188,Bangalore,Pune,2023-08-12,2023-08-17,2023-08-21,1609,Yes,False,False,True,False,False,True,False,True
SHIP011189,Lucknow,Kolkata,2023-03-23,2023-03-28,2023-03-30,1696,Yes,False,False,True,False,False,False,True,False
SHIP011190,Kolkata,Hyderabad,2023-03-13,2023-03-19,2023-03-21,1833,Yes,False,False,True,False,True,False,False,True
SHIP011191,Hyderabad,Mumbai,2023-12-18,2023-12-19,2023-12-22,436,Yes,False,False,False,False,True,False,False,False
SHIP011192,Chennai,Jaipur,2023-04-22,2023-04-23,2023-04-25,316,Yes,True,False,False,False,False,False,False,False
SHIP011193,Hyderabad,Bangalore,2024-02-27,2024-02-28,2024-03-03,561,Yes,True,False,False,False,True,False,False,True
SHIP011194,Lucknow,Mumbai,2023-04-30,2023-05-01,2023-05-04,460,Yes,False,False,False,False,False,False,True,False
SHIP011195,Kolkata,Ahmedabad,2023-12-13,2023-12-19,2023-12-23,1831,Yes,False,True,False,False,False,False,False,True
SHIP011196,Lucknow,Bangalore,2023-06-23,2023-06-29,2023-07-03,1972,Yes,True,False,False,False,False,False,False,True
SHIP011197,Jaipur,Mumbai,2023-01-05,2023-01-08,2023-01-08,979,No,False,False,False,False,False,False,True,False
SHIP011198,Mumbai,Ahmedabad,2024-01-21,2024-01-24,2024-01-26,1010,Yes,False,False,True,False,False,False,True,False
SHIP011199,Chennai,Jaipur,2024-05-03,2024-05-08,2024-05-09,1617,Yes,False,False,True,False,False,False,False,True
SHIP011200,Chennai,Ahmedabad,2023-07-17,2023-07-22,2023-07-23,1611,Yes,True,False,False,False,False,False,False,True
SHIP011201,Lucknow,Hyderabad,2023-04-05,2023-04-09,2023-04-09,1343,No,False,False,False,False,False,False,True,False
SHIP011202,Kolkata,Hyderabad,2024-03-01,2024-03-06,2024-03-09,1605,Yes,False,True,False,False,False,False,True,False
SHIP011203,Mumbai,Ahmedabad,2023-05-31,2023-06-04,2023-06-07,1321,Yes,False,False,True,False,False,True,True,False
SHIP011204,Bangalore,Delhi,2023-07-12,2023-07-14,2023-07-14,850,No,False,False,True,False,False,False,True,False
SHIP011205,Chennai,Hyderabad,2023-04-19,2023-04-20,2023-04-25,245,Yes,False,True,False,False,False,True,True,False
SHIP011206,Hyderabad,Mumbai,2024-02-11,2024-02-16,2024-02-17,1642,Yes,True,False,False,False,True,False,True,False
SHIP011207,Chennai,Kolkata,2023-03-14,2023-03-15,2023-03-16,472,Yes,False,False,True,False,False,False,False,True
SHIP011208,Lucknow,Delhi,2023-05-14,2023-05-20,2023-05-21,1915,Yes,True,False,False,False,False,False,False,True
SHIP011209,Delhi,Mumbai,2024-03-10,2024-03-11,2024-03-14,242,Yes,False,True,False,True,False,False,False,True
SHIP011210,Chennai,Bangalore,2023-10-14,2023-10-15,2023-10-16,359,Yes,True,False,False,False,False,False,False,True
SHIP011211,Pune,Hyderabad,2023-12-10,2023-12-11,2023-12-15,585,Yes,False,True,False,False,False,False,False,True
SHIP011212,Mumbai,Kolkata,2023-03-10,2023-03-15,2023-03-16,1610,Yes,False,False,True,False,True,False,True,False
SHIP011213,Chennai,Kolkata,2024-01-30,2024-02-04,2024-02-10,1702,Yes,False,False,True,False,False,False,False,False
SHIP011214,Bangalore,Delhi,2023-12-07,2023-12-12,2023-12-15,1686,Yes,False,False,True,True,False,False,False,True
SHIP011215,Pune,Bangalore,2023-07-24,2023-07-28,2023-08-03,1364,Yes,False,False,True,False,True,False,False,False
SHIP011216,Chennai,Lucknow,2023-03-21,2023-03-22,2023-03-23,505,Yes,False,False,False,False,False,False,False,True
SHIP011217,Ahmedabad,Bangalore,2023-12-21,2023-12-24,2023-12-24,1125,No,True,False,False,False,False,False,True,False
SHIP011218,Hyderabad,Jaipur,2023-02-18,2023-02-23,2023-02-25,1785,Yes,False,False,False,False,False,False,False,False
SHIP011219,Chennai,Ahmedabad,2024-04-25,2024-04-26,2024-04-28,253,Yes,False,True,False,False,True,False,False,True
SHIP011220,Delhi,Kolkata,2023-02-20,2023-02-25,2023-02-27,1637,Yes,False,True,False,False,False,False,False,False
SHIP011221,Chennai,Ahmedabad,2024-05-08,2024-05-12,2024-05-14,1251,Yes,False,False,False,True,False,False,True,False
SHIP011222,Delhi,Kolkata,2024-03-29,2024-04-04,2024-04-04,1977,No,False,False,False,False,False,False,True,False
SHIP011223,Bangalore,Pune,2023-07-29,2023-08-02,2023-08-08,1455,Yes,False,True,False,False,False,True,True,False
SHIP011224,Mumbai,Bangalore,2023-07-26,2023-07-27,2023-07-29,510,Yes,True,False,False,False,True,False,False,True
SHIP011225,Lucknow,Ahmedabad,2023-03-31,2023-04-04,2023-04-04,1498,No,False,False,False,False,False,False,True,False
SHIP011226,Bangalore,Delhi,2023-12-23,2023-12-27,2023-12-28,1414,Yes,False,False,True,False,False,False,False,True
SHIP011227,Lucknow,Pune,2023-08-27,2023-09-01,2023-09-01,1535,No,True,False,False,False,False,False,True,False
SHIP011228,Bangalore,Lucknow,2023-04-02,2023-04-07,2023-04-09,1722,Yes,False,False,False,False,False,False,False,False
SHIP011229,Lucknow,Bangalore,2024-03-26,2024-03-27,2024-03-29,534,Yes,True,False,False,False,False,False,False,False
SHIP011230,Ahmedabad,Chennai,2023-03-15,2023-03-20,2023-03-25,1534,Yes,True,False,False,False,False,False,True,False
SHIP011231,Ahmedabad,Bangalore,2023-09-27,2023-10-03,2023-10-05,1928,Yes,False,True,False,False,False,False,False,False
SHIP011232,Bangalore,Chennai,2024-05-29,2024-06-04,2024-06-07,1826,Yes,False,False,False,False,True,False,False,False
SHIP011233,Pune,Hyderabad,2023-04-29,2023-05-03,2023-05-05,1247,Yes,False,False,False,False,True,False,False,True
SHIP011234,Chennai,Delhi,2023-11-04,2023-11-07,2023-11-07,1161,No,False,False,False,False,False,False,True,False
SHIP011235,Lucknow,Mumbai,2023-03-28,2023-03-31,2023-04-01,1095,Yes,False,False,False,False,True,False,True,False
SHIP011236,Ahmedabad,Jaipur,2023-04-30,2023-05-01,2023-05-03,522,Yes,False,False,True,False,False,False,False,False
SHIP011237,Ahmedabad,Bangalore,2023-12-04,2023-12-08,2023-12-09,1297,Yes,True,False,False,False,False,False,False,True
SHIP011238,Delhi,Bangalore,2024-01-25,2024-01-31,2024-01-31,1863,No,False,False,False,False,False,False,True,False
SHIP011239,Kolkata,Chennai,2024-02-26,2024-03-01,2024-03-02,1372,Yes,False,True,False,False,False,False,False,True
SHIP011240,Mumbai,Bangalore,2023-03-17,2023-03-21,2023-03-23,1458,Yes,False,False,False,False,False,False,False,False
SHIP011241,Bangalore,Pune,2023-06-06,2023-06-12,2023-06-13,1802,Yes,False,False,False,False,False,False,False,True
SHIP011242,Bangalore,Lucknow,2024-04-03,2024-04-05,2024-04-07,627,Yes,True,False,False,False,False,False,False,False
